"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001917","CC","GO:0001917","photoreceptor inner segment","15/1694","72/22585",0.000245628736774694,0.00333093170054565,0.00278728155125036,"ENSG00000075945/ENSG00000134376/ENSG00000042781/ENSG00000071909/ENSG00000188452/ENSG00000164199/ENSG00000187391/ENSG00000127928/ENSG00000104237/ENSG00000155886/ENSG00000156510/ENSG00000107736/ENSG00000162105/ENSG00000137474/ENSG00000132639",15
"GO:0032809","CC","GO:0032809","neuronal cell body membrane","9/1694","30/22585",0.000247468922774565,0.00333093170054565,0.00278728155125036,"ENSG00000177301/ENSG00000175161/ENSG00000155511/ENSG00000155897/ENSG00000136848/ENSG00000129159/ENSG00000186297/ENSG00000171105/ENSG00000158445",9
"GO:0019898","CC","GO:0019898","extrinsic component of membrane","28/1694","185/22585",0.00029019970197392,0.00381580811987579,0.0031930200111575,"ENSG00000168243/ENSG00000066032/ENSG00000160145/ENSG00000138814/ENSG00000145526/ENSG00000154162/ENSG00000113100/ENSG00000127928/ENSG00000156049/ENSG00000107611/ENSG00000107736/ENSG00000151892/ENSG00000110203/ENSG00000198382/ENSG00000152767/ENSG00000186469/ENSG00000150394/ENSG00000140937/ENSG00000179776/ENSG00000140945/ENSG00000170558/ENSG00000081138/ENSG00000176533/ENSG00000132639/ENSG00000149654/ENSG00000179242/ENSG00000156299/ENSG00000185666",28
"GO:0044291","CC","GO:0044291","cell-cell contact zone","16/1694","81/22585",0.000294832128133047,0.00381580811987579,0.0031930200111575,"ENSG00000196581/ENSG00000183023/ENSG00000144285/ENSG00000177707/ENSG00000075711/ENSG00000145362/ENSG00000119139/ENSG00000151150/ENSG00000183230/ENSG00000187486/ENSG00000184226/ENSG00000151320/ENSG00000170558/ENSG00000134755/ENSG00000160460/ENSG00000156299",16
"GO:1990531","CC","GO:1990531","phospholipid-translocating ATPase complex","6/1694","14/22585",0.000313076585299176,0.00397548192276123,0.00332663303148081,"ENSG00000124406/ENSG00000145246/ENSG00000118322/ENSG00000132932/ENSG00000206190/ENSG00000081923",6
"GO:0045121","CC","GO:0045121","membrane raft","43/1694","334/22585",0.000366044076527692,0.0045619937685766,0.00381741873181901,"ENSG00000116288/ENSG00000162493/ENSG00000187889/ENSG00000183853/ENSG00000198929/ENSG00000116147/ENSG00000203710/ENSG00000075340/ENSG00000187123/ENSG00000063660/ENSG00000163513/ENSG00000154928/ENSG00000075711/ENSG00000128052/ENSG00000118777/ENSG00000137462/ENSG00000146648/ENSG00000135218/ENSG00000105971/ENSG00000164741/ENSG00000120907/ENSG00000137573/ENSG00000164929/ENSG00000155897/ENSG00000106688/ENSG00000165029/ENSG00000156113/ENSG00000138119/ENSG00000053918/ENSG00000110079/ENSG00000111716/ENSG00000073060/ENSG00000151320/ENSG00000205336/ENSG00000197943/ENSG00000140945/ENSG00000197879/ENSG00000170558/ENSG00000141655/ENSG00000171105/ENSG00000024422/ENSG00000142192/ENSG00000100030",43
"GO:0098857","CC","GO:0098857","membrane microdomain","43/1694","335/22585",0.000390176257762843,0.0047743385722617,0.00399510617996404,"ENSG00000116288/ENSG00000162493/ENSG00000187889/ENSG00000183853/ENSG00000198929/ENSG00000116147/ENSG00000203710/ENSG00000075340/ENSG00000187123/ENSG00000063660/ENSG00000163513/ENSG00000154928/ENSG00000075711/ENSG00000128052/ENSG00000118777/ENSG00000137462/ENSG00000146648/ENSG00000135218/ENSG00000105971/ENSG00000164741/ENSG00000120907/ENSG00000137573/ENSG00000164929/ENSG00000155897/ENSG00000106688/ENSG00000165029/ENSG00000156113/ENSG00000138119/ENSG00000053918/ENSG00000110079/ENSG00000111716/ENSG00000073060/ENSG00000151320/ENSG00000205336/ENSG00000197943/ENSG00000140945/ENSG00000197879/ENSG00000170558/ENSG00000141655/ENSG00000171105/ENSG00000024422/ENSG00000142192/ENSG00000100030",43
"GO:0032587","CC","GO:0032587","ruffle membrane","19/1694","109/22585",0.000452900895927156,0.00544289826712457,0.00455454848347798,"ENSG00000162493/ENSG00000136002/ENSG00000163539/ENSG00000113645/ENSG00000124507/ENSG00000146648/ENSG00000164741/ENSG00000156011/ENSG00000107104/ENSG00000177106/ENSG00000182957/ENSG00000136167/ENSG00000168907/ENSG00000140416/ENSG00000197943/ENSG00000197879/ENSG00000141068/ENSG00000156299/ENSG00000160191",19
"GO:0098878","CC","GO:0098878","neurotransmitter receptor complex","11/1694","46/22585",0.000470114830580176,0.00555065405228874,0.00464471716270349,"ENSG00000143786/ENSG00000152208/ENSG00000155511/ENSG00000198785/ENSG00000149403/ENSG00000273079/ENSG00000183454/ENSG00000237515/ENSG00000188803/ENSG00000105088/ENSG00000105464",11
"GO:0031674","CC","GO:0031674","I band","24/1694","154/22585",0.00049479057059426,0.00574127679327478,0.0048042278633018,"ENSG00000184588/ENSG00000198929/ENSG00000198626/ENSG00000183023/ENSG00000115641/ENSG00000144285/ENSG00000163092/ENSG00000157388/ENSG00000138814/ENSG00000145362/ENSG00000172403/ENSG00000129116/ENSG00000152413/ENSG00000080709/ENSG00000151914/ENSG00000151150/ENSG00000107438/ENSG00000129170/ENSG00000151067/ENSG00000198838/ENSG00000134775/ENSG00000149596/ENSG00000133454/ENSG00000188677",24
"GO:0044298","CC","GO:0044298","cell body membrane","9/1694","33/22585",0.00054348886936813,0.00619945778109749,0.00518762792349598,"ENSG00000177301/ENSG00000175161/ENSG00000155511/ENSG00000155897/ENSG00000136848/ENSG00000129159/ENSG00000186297/ENSG00000171105/ENSG00000158445",9
"GO:0045178","CC","GO:0045178","basal part of cell","42/1694","333/22585",0.000650210298711114,0.00729319218387633,0.00610285104930607,"ENSG00000196581/ENSG00000162493/ENSG00000177807/ENSG00000133019/ENSG00000178568/ENSG00000131389/ENSG00000163539/ENSG00000144668/ENSG00000163959/ENSG00000075711/ENSG00000145362/ENSG00000213949/ENSG00000170482/ENSG00000111859/ENSG00000151914/ENSG00000106100/ENSG00000146648/ENSG00000104635/ENSG00000147606/ENSG00000155897/ENSG00000165029/ENSG00000151150/ENSG00000053918/ENSG00000149742/ENSG00000150672/ENSG00000182985/ENSG00000139155/ENSG00000134538/ENSG00000084453/ENSG00000111052/ENSG00000091262/ENSG00000064270/ENSG00000197879/ENSG00000176658/ENSG00000108846/ENSG00000141338/ENSG00000170558/ENSG00000198796/ENSG00000105388/ENSG00000104863/ENSG00000158296/ENSG00000101187",42
"GO:0009925","CC","GO:0009925","basal plasma membrane","40/1694","314/22585",0.000709608869420975,0.00782896342820191,0.00655117765556897,"ENSG00000196581/ENSG00000162493/ENSG00000177807/ENSG00000133019/ENSG00000178568/ENSG00000131389/ENSG00000144668/ENSG00000163959/ENSG00000075711/ENSG00000145362/ENSG00000170482/ENSG00000111859/ENSG00000151914/ENSG00000106100/ENSG00000146648/ENSG00000104635/ENSG00000147606/ENSG00000155897/ENSG00000165029/ENSG00000151150/ENSG00000053918/ENSG00000149742/ENSG00000150672/ENSG00000182985/ENSG00000139155/ENSG00000134538/ENSG00000084453/ENSG00000111052/ENSG00000091262/ENSG00000064270/ENSG00000197879/ENSG00000176658/ENSG00000108846/ENSG00000141338/ENSG00000170558/ENSG00000198796/ENSG00000105388/ENSG00000104863/ENSG00000158296/ENSG00000101187",40
"GO:0043296","CC","GO:0043296","apical junction complex","24/1694","159/22585",0.000790379297800374,0.00857943979709116,0.00717916679665875,"ENSG00000067606/ENSG00000143375/ENSG00000134376/ENSG00000151276/ENSG00000177707/ENSG00000075711/ENSG00000138771/ENSG00000008256/ENSG00000187391/ENSG00000107186/ENSG00000119139/ENSG00000151474/ENSG00000148498/ENSG00000151150/ENSG00000166689/ENSG00000111052/ENSG00000139926/ENSG00000205476/ENSG00000103494/ENSG00000179776/ENSG00000184009/ENSG00000125753/ENSG00000104863/ENSG00000159261",24
"GO:0001725","CC","GO:0001725","stress fiber","16/1694","89/22585",0.000877949934721722,0.00923219228230811,0.00772538182690989,"ENSG00000067606/ENSG00000163092/ENSG00000145012/ENSG00000196526/ENSG00000138758/ENSG00000172403/ENSG00000129116/ENSG00000039560/ENSG00000173210/ENSG00000157510/ENSG00000151914/ENSG00000122545/ENSG00000122786/ENSG00000107438/ENSG00000136167/ENSG00000140416",16
"GO:0097517","CC","GO:0097517","contractile actin filament bundle","16/1694","89/22585",0.000877949934721722,0.00923219228230811,0.00772538182690989,"ENSG00000067606/ENSG00000163092/ENSG00000145012/ENSG00000196526/ENSG00000138758/ENSG00000172403/ENSG00000129116/ENSG00000039560/ENSG00000173210/ENSG00000157510/ENSG00000151914/ENSG00000122545/ENSG00000122786/ENSG00000107438/ENSG00000136167/ENSG00000140416",16
"GO:0099568","CC","GO:0099568","cytoplasmic region","39/1694","308/22585",0.00092153750194388,0.00954145752012664,0.0079841710694733,"ENSG00000067606/ENSG00000186094/ENSG00000075945/ENSG00000118965/ENSG00000144451/ENSG00000214021/ENSG00000163539/ENSG00000187672/ENSG00000132842/ENSG00000124721/ENSG00000151914/ENSG00000112530/ENSG00000105877/ENSG00000122545/ENSG00000086288/ENSG00000106571/ENSG00000104237/ENSG00000155875/ENSG00000135049/ENSG00000175029/ENSG00000171811/ENSG00000187726/ENSG00000150672/ENSG00000187240/ENSG00000082805/ENSG00000188596/ENSG00000088986/ENSG00000092200/ENSG00000197102/ENSG00000137766/ENSG00000158486/ENSG00000103494/ENSG00000154099/ENSG00000007168/ENSG00000007174/ENSG00000187775/ENSG00000141519/ENSG00000177380/ENSG00000100401",39
"GO:0030427","CC","GO:0030427","site of polarized growth","26/1694","180/22585",0.000959377737540948,0.0097827457176524,0.00818607798380235,"ENSG00000162946/ENSG00000187672/ENSG00000072832/ENSG00000163697/ENSG00000018189/ENSG00000182168/ENSG00000129116/ENSG00000150625/ENSG00000145934/ENSG00000146426/ENSG00000158321/ENSG00000164715/ENSG00000131558/ENSG00000119321/ENSG00000162105/ENSG00000151490/ENSG00000084112/ENSG00000184226/ENSG00000273749/ENSG00000103187/ENSG00000007168/ENSG00000105426/ENSG00000132639/ENSG00000142192/ENSG00000156299/ENSG00000171587",26
"GO:0014704","CC","GO:0014704","intercalated disc","11/1694","51/22585",0.00118723866493644,0.0119255465895854,0.00997914667307142,"ENSG00000183023/ENSG00000144285/ENSG00000075711/ENSG00000145362/ENSG00000151150/ENSG00000183230/ENSG00000187486/ENSG00000151320/ENSG00000170558/ENSG00000134755/ENSG00000160460",11
"GO:0016323","CC","GO:0016323","basolateral plasma membrane","36/1694","282/22585",0.00122645416897204,0.0121382890546792,0.0101571668792576,"ENSG00000196581/ENSG00000162493/ENSG00000177807/ENSG00000133019/ENSG00000178568/ENSG00000131389/ENSG00000163959/ENSG00000075711/ENSG00000145362/ENSG00000111859/ENSG00000106100/ENSG00000146648/ENSG00000104635/ENSG00000147606/ENSG00000155897/ENSG00000165029/ENSG00000151150/ENSG00000053918/ENSG00000149742/ENSG00000150672/ENSG00000182985/ENSG00000139155/ENSG00000134538/ENSG00000084453/ENSG00000111052/ENSG00000091262/ENSG00000064270/ENSG00000176658/ENSG00000108846/ENSG00000141338/ENSG00000170558/ENSG00000198796/ENSG00000105388/ENSG00000104863/ENSG00000158296/ENSG00000101187",36
"GO:0030672","CC","GO:0030672","synaptic vesicle membrane","22/1694","146/22585",0.00130858143758846,0.0125810758213862,0.0105276852497718,"ENSG00000134207/ENSG00000135636/ENSG00000249715/ENSG00000152128/ENSG00000075785/ENSG00000124406/ENSG00000152932/ENSG00000122012/ENSG00000175471/ENSG00000155511/ENSG00000003147/ENSG00000078053/ENSG00000155093/ENSG00000138119/ENSG00000091664/ENSG00000137766/ENSG00000140563/ENSG00000105426/ENSG00000105649/ENSG00000124222/ENSG00000131100/ENSG00000185666",22
"GO:0099501","CC","GO:0099501","exocytic vesicle membrane","22/1694","146/22585",0.00130858143758846,0.0125810758213862,0.0105276852497718,"ENSG00000134207/ENSG00000135636/ENSG00000249715/ENSG00000152128/ENSG00000075785/ENSG00000124406/ENSG00000152932/ENSG00000122012/ENSG00000175471/ENSG00000155511/ENSG00000003147/ENSG00000078053/ENSG00000155093/ENSG00000138119/ENSG00000091664/ENSG00000137766/ENSG00000140563/ENSG00000105426/ENSG00000105649/ENSG00000124222/ENSG00000131100/ENSG00000185666",22
"GO:0030426","CC","GO:0030426","growth cone","25/1694","175/22585",0.00139293039468904,0.0132034106426159,0.0110484471632118,"ENSG00000162946/ENSG00000187672/ENSG00000072832/ENSG00000163697/ENSG00000018189/ENSG00000182168/ENSG00000129116/ENSG00000150625/ENSG00000145934/ENSG00000146426/ENSG00000158321/ENSG00000164715/ENSG00000131558/ENSG00000119321/ENSG00000162105/ENSG00000151490/ENSG00000084112/ENSG00000184226/ENSG00000273749/ENSG00000007168/ENSG00000105426/ENSG00000132639/ENSG00000142192/ENSG00000156299/ENSG00000171587",25
"GO:0030673","CC","GO:0030673","axolemma","7/1694","24/22585",0.001463493995182,0.013679603593854,0.0114469194067598,"ENSG00000115306/ENSG00000185008/ENSG00000174469/ENSG00000187486/ENSG00000129159/ENSG00000176658/ENSG00000082397",7
"GO:0070382","CC","GO:0070382","exocytic vesicle","34/1694","265/22585",0.00151397040507533,0.0139575627755575,0.011679512137207,"ENSG00000184588/ENSG00000134207/ENSG00000162946/ENSG00000135636/ENSG00000249715/ENSG00000152128/ENSG00000144711/ENSG00000075785/ENSG00000124406/ENSG00000152932/ENSG00000122012/ENSG00000175471/ENSG00000155511/ENSG00000003147/ENSG00000078053/ENSG00000077063/ENSG00000155093/ENSG00000138119/ENSG00000091664/ENSG00000019505/ENSG00000149571/ENSG00000100505/ENSG00000137766/ENSG00000069974/ENSG00000140563/ENSG00000183454/ENSG00000103528/ENSG00000105426/ENSG00000105649/ENSG00000132639/ENSG00000124222/ENSG00000142192/ENSG00000131100/ENSG00000185666",34
"GO:0042641","CC","GO:0042641","actomyosin","16/1694","95/22585",0.00179552918756157,0.0163296100436342,0.0136644113135909,"ENSG00000067606/ENSG00000163092/ENSG00000145012/ENSG00000196526/ENSG00000138758/ENSG00000172403/ENSG00000129116/ENSG00000039560/ENSG00000173210/ENSG00000157510/ENSG00000151914/ENSG00000122545/ENSG00000122786/ENSG00000107438/ENSG00000136167/ENSG00000140416",16
"GO:0002116","CC","GO:0002116","semaphorin receptor complex","5/1694","13/22585",0.0018222287888997,0.0163514663323933,0.0136827003798083,"ENSG00000118257/ENSG00000221866/ENSG00000187764/ENSG00000099250/ENSG00000136040",5
"GO:0016528","CC","GO:0016528","sarcoplasm","16/1694","96/22585",0.00200769286849265,0.0177786486907309,0.0148769485407696,"ENSG00000198929/ENSG00000198626/ENSG00000153253/ENSG00000150995/ENSG00000145349/ENSG00000129625/ENSG00000170624/ENSG00000198363/ENSG00000164929/ENSG00000151150/ENSG00000151320/ENSG00000198838/ENSG00000074370/ENSG00000131196/ENSG00000066044/ENSG00000149596",16
"GO:0097729","CC","GO:0097729","9+2 motile cilium","27/1694","201/22585",0.00229543345177189,0.0200626845849673,0.0167882009117971,"ENSG00000116473/ENSG00000214866/ENSG00000115353/ENSG00000144451/ENSG00000214021/ENSG00000186952/ENSG00000124721/ENSG00000112530/ENSG00000105877/ENSG00000122545/ENSG00000086288/ENSG00000105792/ENSG00000106686/ENSG00000155875/ENSG00000164972/ENSG00000183346/ENSG00000175294/ENSG00000187726/ENSG00000187240/ENSG00000152556/ENSG00000153060/ENSG00000158486/ENSG00000007174/ENSG00000141316/ENSG00000109062/ENSG00000187775/ENSG00000174898",27
"GO:0032590","CC","GO:0032590","dendrite membrane","9/1694","40/22585",0.00239427596549149,0.0206583041637919,0.0172866078480154,"ENSG00000155511/ENSG00000127990/ENSG00000129159/ENSG00000186297/ENSG00000182256/ENSG00000237515/ENSG00000188803/ENSG00000171105/ENSG00000158445",9
"GO:0030027","CC","GO:0030027","lamellipodium","29/1694","222/22585",0.0024709213994505,0.0210497481244327,0.0176141632072754,"ENSG00000171680/ENSG00000162493/ENSG00000177301/ENSG00000169604/ENSG00000163697/ENSG00000018189/ENSG00000182168/ENSG00000129116/ENSG00000083857/ENSG00000145703/ENSG00000171444/ENSG00000173210/ENSG00000111859/ENSG00000146426/ENSG00000107099/ENSG00000183230/ENSG00000138193/ENSG00000151490/ENSG00000139132/ENSG00000084112/ENSG00000182957/ENSG00000102606/ENSG00000273749/ENSG00000103313/ENSG00000103335/ENSG00000170558/ENSG00000125753/ENSG00000132639/ENSG00000188677",29
"GO:0044224","CC","GO:0044224","juxtaparanode region of axon","5/1694","14/22585",0.00266064667978887,0.0223826901937239,0.0187295522853559,"ENSG00000177301/ENSG00000174469/ENSG00000150672/ENSG00000082397/ENSG00000160460",5
"GO:0032432","CC","GO:0032432","actin filament bundle","16/1694","99/22585",0.00277341061296495,0.023043275833647,0.0192823220004711,"ENSG00000067606/ENSG00000163092/ENSG00000145012/ENSG00000196526/ENSG00000138758/ENSG00000172403/ENSG00000129116/ENSG00000039560/ENSG00000173210/ENSG00000157510/ENSG00000151914/ENSG00000122545/ENSG00000122786/ENSG00000107438/ENSG00000136167/ENSG00000140416",16
"GO:0008021","CC","GO:0008021","synaptic vesicle","31/1694","245/22585",0.00294963420800408,0.0242085831949603,0.0202574364734555,"ENSG00000184588/ENSG00000134207/ENSG00000162946/ENSG00000135636/ENSG00000249715/ENSG00000152128/ENSG00000144711/ENSG00000075785/ENSG00000124406/ENSG00000152932/ENSG00000122012/ENSG00000175471/ENSG00000155511/ENSG00000003147/ENSG00000078053/ENSG00000077063/ENSG00000155093/ENSG00000138119/ENSG00000091664/ENSG00000149571/ENSG00000100505/ENSG00000137766/ENSG00000140563/ENSG00000183454/ENSG00000105426/ENSG00000105649/ENSG00000132639/ENSG00000124222/ENSG00000142192/ENSG00000131100/ENSG00000185666",31
"GO:0043198","CC","GO:0043198","dendritic shaft","10/1694","49/22585",0.00302570421023002,0.0243672623538257,0.0203902171882329,"ENSG00000183853/ENSG00000143786/ENSG00000119878/ENSG00000196277/ENSG00000152413/ENSG00000155511/ENSG00000106688/ENSG00000168959/ENSG00000149571/ENSG00000142192",10
"GO:0030286","CC","GO:0030286","dynein complex","11/1694","57/22585",0.00304138192826353,0.0243672623538257,0.0203902171882329,"ENSG00000162946/ENSG00000124721/ENSG00000105877/ENSG00000086288/ENSG00000158560/ENSG00000187240/ENSG00000088986/ENSG00000197102/ENSG00000158486/ENSG00000007174/ENSG00000187775",11
"GO:0044853","CC","GO:0044853","plasma membrane raft","19/1694","129/22585",0.00350365347772572,0.0277406916530518,0.0232130601929815,"ENSG00000198929/ENSG00000203710/ENSG00000075340/ENSG00000163513/ENSG00000135218/ENSG00000105971/ENSG00000164741/ENSG00000120907/ENSG00000155897/ENSG00000156113/ENSG00000138119/ENSG00000110079/ENSG00000073060/ENSG00000151320/ENSG00000140945/ENSG00000170558/ENSG00000171105/ENSG00000024422/ENSG00000100030",19
"GO:0030904","CC","GO:0030904","retromer complex","7/1694","28/22585",0.00384399162322845,0.0300814693306133,0.0251717933712022,"ENSG00000131374/ENSG00000075785/ENSG00000165689/ENSG00000122958/ENSG00000184014/ENSG00000129515/ENSG00000185722",7
"GO:0097730","CC","GO:0097730","non-motile cilium","24/1694","179/22585",0.00398530907894063,0.030828885173874,0.0257972215031244,"ENSG00000178965/ENSG00000075945/ENSG00000134376/ENSG00000042781/ENSG00000115459/ENSG00000188452/ENSG00000170011/ENSG00000132915/ENSG00000170927/ENSG00000122545/ENSG00000158683/ENSG00000187391/ENSG00000105792/ENSG00000127928/ENSG00000104237/ENSG00000150275/ENSG00000107736/ENSG00000107593/ENSG00000162105/ENSG00000137474/ENSG00000092200/ENSG00000069974/ENSG00000103494/ENSG00000070729",24
"GO:0005901","CC","GO:0005901","caveola","15/1694","94/22585",0.00418871369419907,0.0320341399567725,0.0268057634736424,"ENSG00000198929/ENSG00000163513/ENSG00000135218/ENSG00000105971/ENSG00000164741/ENSG00000120907/ENSG00000155897/ENSG00000156113/ENSG00000138119/ENSG00000073060/ENSG00000151320/ENSG00000140945/ENSG00000171105/ENSG00000024422/ENSG00000100030",15
"GO:0031258","CC","GO:0031258","lamellipodium membrane","6/1694","22/22585",0.00462272298450661,0.0349560962761005,0.0292508195944534,"ENSG00000162493/ENSG00000177301/ENSG00000169604/ENSG00000107099/ENSG00000103335/ENSG00000125753",6
"GO:0033017","CC","GO:0033017","sarcoplasmic reticulum membrane","9/1694","44/22585",0.00473679255406422,0.0354206820987247,0.0296395791394662,"ENSG00000198929/ENSG00000198626/ENSG00000145349/ENSG00000129625/ENSG00000198363/ENSG00000151320/ENSG00000198838/ENSG00000074370/ENSG00000149596",9
"GO:0030016","CC","GO:0030016","myofibril","31/1694","254/22585",0.00505861864750758,0.0374115423051934,0.0313055058000758,"ENSG00000142661/ENSG00000184588/ENSG00000198929/ENSG00000198626/ENSG00000183023/ENSG00000115306/ENSG00000115641/ENSG00000144285/ENSG00000163092/ENSG00000157388/ENSG00000138814/ENSG00000145362/ENSG00000172403/ENSG00000129116/ENSG00000152413/ENSG00000080709/ENSG00000151914/ENSG00000122786/ENSG00000151150/ENSG00000107438/ENSG00000129170/ENSG00000151067/ENSG00000198838/ENSG00000140416/ENSG00000182253/ENSG00000087245/ENSG00000184009/ENSG00000134775/ENSG00000149596/ENSG00000133454/ENSG00000188677",31
"GO:0097470","CC","GO:0097470","ribbon synapse","5/1694","16/22585",0.00511662075309013,0.0374291931177137,0.0313202757769247,"ENSG00000124507/ENSG00000165995/ENSG00000107736/ENSG00000175029/ENSG00000132639",5
"GO:0043292","CC","GO:0043292","contractile fiber","32/1694","265/22585",0.00521796996937923,0.0377601482730346,0.0315972148683405,"ENSG00000142661/ENSG00000184588/ENSG00000198929/ENSG00000198626/ENSG00000183023/ENSG00000115306/ENSG00000115641/ENSG00000144285/ENSG00000163092/ENSG00000157388/ENSG00000138814/ENSG00000168743/ENSG00000145362/ENSG00000172403/ENSG00000129116/ENSG00000152413/ENSG00000080709/ENSG00000151914/ENSG00000122786/ENSG00000151150/ENSG00000107438/ENSG00000129170/ENSG00000151067/ENSG00000198838/ENSG00000140416/ENSG00000182253/ENSG00000087245/ENSG00000184009/ENSG00000134775/ENSG00000149596/ENSG00000133454/ENSG00000188677",32
"GO:0005802","CC","GO:0005802","trans-Golgi network","38/1694","334/22585",0.00677008875738858,0.0480412012781757,0.040200270092788,"ENSG00000116729/ENSG00000143952/ENSG00000128641/ENSG00000163539/ENSG00000038210/ENSG00000124406/ENSG00000153130/ENSG00000145416/ENSG00000164292/ENSG00000170091/ENSG00000137177/ENSG00000204287/ENSG00000179344/ENSG00000177182/ENSG00000176853/ENSG00000167632/ENSG00000099139/ENSG00000122863/ENSG00000107862/ENSG00000184014/ENSG00000166927/ENSG00000166926/ENSG00000186635/ENSG00000151746/ENSG00000172915/ENSG00000136152/ENSG00000078328/ENSG00000103528/ENSG00000064270/ENSG00000170310/ENSG00000030582/ENSG00000081923/ENSG00000166377/ENSG00000132639/ENSG00000054793/ENSG00000124222/ENSG00000142192/ENSG00000142197",38
"GO:0036157","CC","GO:0036157","outer dynein arm","4/1694","11/22585",0.00678144743154041,0.0480412012781757,0.040200270092788,"ENSG00000124721/ENSG00000086288/ENSG00000007174/ENSG00000187775",4
"GO:0005261","MF","GO:0005261","monoatomic cation channel activity","69/1655","350/21092",7.52660761561427e-13,8.59538589703149e-10,7.35230722872636e-10,"ENSG00000162494/ENSG00000291014/ENSG00000177301/ENSG00000143603/ENSG00000177807/ENSG00000198216/ENSG00000143473/ENSG00000198626/ENSG00000144191/ENSG00000162989/ENSG00000153253/ENSG00000144285/ENSG00000150995/ENSG00000185313/ENSG00000157388/ENSG00000157445/ENSG00000275163/ENSG00000197584/ENSG00000127419/ENSG00000185774/ENSG00000256394/ENSG00000150625/ENSG00000080709/ENSG00000184584/ENSG00000182132/ENSG00000158683/ENSG00000184156/ENSG00000155886/ENSG00000083067/ENSG00000119121/ENSG00000198785/ENSG00000165995/ENSG00000156113/ENSG00000107593/ENSG00000053918/ENSG00000187486/ENSG00000129159/ENSG00000175294/ENSG00000131620/ENSG00000137672/ENSG00000149403/ENSG00000151062/ENSG00000151067/ENSG00000273079/ENSG00000089041/ENSG00000102452/ENSG00000204442/ENSG00000165548/ENSG00000100433/ENSG00000198838/ENSG00000117971/ENSG00000196557/ENSG00000183454/ENSG00000070729/ENSG00000166473/ENSG00000168418/ENSG00000103335/ENSG00000167723/ENSG00000108405/ENSG00000108684/ENSG00000108878/ENSG00000154864/ENSG00000141837/ENSG00000105464/ENSG00000149488/ENSG00000132639/ENSG00000158445/ENSG00000157542/ENSG00000100346",69
"GO:0046873","MF","GO:0046873","metal ion transmembrane transporter activity","80/1655","471/21092",3.53944241016121e-11,1.75384205692215e-08,1.5001985702127e-08,"ENSG00000162494/ENSG00000291014/ENSG00000177301/ENSG00000143603/ENSG00000177807/ENSG00000198216/ENSG00000143473/ENSG00000198626/ENSG00000183023/ENSG00000162989/ENSG00000153253/ENSG00000144285/ENSG00000150995/ENSG00000131389/ENSG00000185313/ENSG00000157388/ENSG00000157445/ENSG00000181804/ENSG00000275163/ENSG00000197584/ENSG00000127419/ENSG00000185774/ENSG00000157765/ENSG00000256394/ENSG00000150625/ENSG00000113504/ENSG00000080709/ENSG00000170482/ENSG00000182132/ENSG00000158683/ENSG00000104635/ENSG00000184156/ENSG00000106688/ENSG00000155886/ENSG00000083067/ENSG00000119121/ENSG00000198785/ENSG00000165995/ENSG00000156113/ENSG00000107593/ENSG00000053918/ENSG00000187486/ENSG00000129159/ENSG00000165970/ENSG00000091664/ENSG00000175294/ENSG00000137672/ENSG00000149403/ENSG00000151062/ENSG00000151067/ENSG00000273079/ENSG00000256870/ENSG00000102452/ENSG00000204442/ENSG00000100433/ENSG00000170113/ENSG00000140157/ENSG00000198838/ENSG00000156222/ENSG00000196557/ENSG00000183454/ENSG00000103042/ENSG00000166473/ENSG00000168418/ENSG00000064270/ENSG00000167723/ENSG00000074370/ENSG00000108684/ENSG00000108878/ENSG00000133195/ENSG00000141837/ENSG00000105143/ENSG00000105675/ENSG00000105464/ENSG00000149488/ENSG00000132639/ENSG00000158296/ENSG00000158445/ENSG00000157542/ENSG00000100346",80
